pl_name,hostname,st_met,pl_bmassj,pl_bmasse,log_mass,is_giant,planet_type,met_group,pl_orbper,st_teff,st_mass,discoverymethod
HD 222076 b,HD 222076,0.05,1.56,495.8148,0.1931245983544616,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),871.0,4806.0,1.07,Radial Velocity
HD 222155 b,HD 222155,-0.18,2.12,673.7996,0.32633586092875144,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),3999.0,5701.0,1.21,Radial Velocity
HD 222237 b,HD 222237,-0.32,5.19,1649.52943233,0.7151673578484579,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),14892.0,4751.0,0.76,Radial Velocity
HD 222582 b,HD 222582,0.01,8.37,2660.2371,0.92272545799326,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),572.38,5790.0,1.12,Radial Velocity
HD 224018 b,HD 224018,0.05,0.01290004,4.1,-1.8894089430532826,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),10.6413,5784.0,1.013,Radial Velocity
HD 224018 c,HD 224018,0.05,0.03272206,10.4,-1.485159363360399,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),36.57669,5784.0,1.013,Transit
HD 224018 d,HD 224018,0.05,0.01321468,4.2,-1.878943349060221,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),138.0731,5784.0,1.013,Transit
HD 224693 b,HD 224693,0.27,0.7,222.481,-0.1549019599857432,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),26.6904,5894.0,1.31,Radial Velocity
HD 22496 b,HD 22496,-0.08,0.01752518,5.57,-1.7563375127276213,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.09071,4385.0,0.684,Radial Velocity
HD 22532 b,HD 22532,-0.19,2.12,673.79622284,0.32633586092875144,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),872.6,5038.0,1.57,Radial Velocity
HD 22781 b,HD 22781,-0.37,13.65,4338.2,1.1351326513767748,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),528.07,5027.0,0.75,Radial Velocity
HD 22946 d,HD 22946,-0.08,0.08359857,26.57,-1.0778011513459205,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),47.42489,6169.0,1.098,Transit
HD 23079 b,HD 23079,-0.129,2.66,845.42356262,0.424881636631067,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),735.74,5994.0,1.16,Radial Velocity
HD 23079 c,HD 23079,-0.129,0.02598887,8.26,-1.5852126032782639,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.748913,5994.0,1.16,Radial Velocity
HD 23127 b,HD 23127,0.29,1.527,485.32641,0.18383903705642116,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1211.17,5843.0,1.208,Radial Velocity
HD 231701 b,HD 231701,0.05,1.13,359.1479,0.05307844348341968,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),141.63,6101.0,1.21,Radial Velocity
HD 233604 b,HD 233604,-0.36,6.575,2089.644,0.8178957571617955,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),192.0,4791.0,1.5,Radial Velocity
HD 233832 b,HD 233832,-0.66,1.78,565.7374,0.250420002308894,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),2058.0,4981.0,0.71,Radial Velocity
HD 23472 b,HD 23472,-0.2,0.02617765,8.32,-1.582069343187899,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),17.667087,4684.0,0.67,Transit
HD 23472 c,HD 23472,-0.2,0.01072906,3.41,-1.96943832600197,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),29.79749,4684.0,0.67,Transit
HD 23472 d,HD 23472,-0.2,0.00173049,0.55,-2.761830906024501,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),3.97664,4684.0,0.67,Transit
HD 23472 e,HD 23472,-0.2,0.00226537,0.72,-2.644860855092638,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),7.90754,4684.0,0.67,Transit
HD 23472 f,HD 23472,-0.2,0.00242269,0.77,-2.615702153300598,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),12.1621839,4684.0,0.67,Transit
HD 235088 b,HD 235088,-0.02,0.01305736,4.15,-1.8841446219377171,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.4341325,5075.0,0.849,Transit
HD 238090 b,HD 238090,-0.03,0.02167826,6.89,-1.6639755792703954,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.671,3933.0,0.578,Radial Velocity
HD 238914 b,HD 238914,-0.25,6.0,1906.98,0.7781512503836436,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),4100.0,4769.0,1.47,Radial Velocity
HD 240210 b,HD 240210,-0.18,5.21,1655.82,0.7168377232995244,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),501.75,4297.0,0.82,Radial Velocity
HD 240237 b,HD 240237,-0.25,15.89,5050.3187,1.2011238972073797,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),745.70001,3926.0,8.76,Radial Velocity
HD 24040 b,HD 24040,0.19,3.86,1226.8238,0.5865873046717549,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3668.0,5802.0,1.11,Radial Velocity
HD 24040 c,HD 24040,0.1971,0.201,63.88350981,-0.6968039425795111,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),515.4,5776.49,1.10394,Radial Velocity
HD 24064 b,HD 24064,-0.49,12.89,4096.8287,1.110252917353403,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),535.59998,4052.0,1.61,Radial Velocity
HD 25171 b,HD 25171,-0.12,0.915,290.81445,-0.038578905933551705,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1802.29,6125.0,1.076,Radial Velocity
HD 25463 b,HD 25463,-0.018,0.02737326,8.7,-1.5626734775003337,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.0491423,6353.0,1.251,Transit
HD 25463 c,HD 25463,-0.018,0.01352931,4.3,-1.8687243520227652,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.04405,6353.0,1.251,Transit
HD 25723 b,HD 25723,-0.03,2.5,794.5710175,0.3979400086720376,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),457.01,4766.0,2.12,Radial Velocity
HD 260655 b,HD 260655,-0.43,0.00673319,2.14,-2.171779130253974,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),2.76953,3803.0,0.439,Transit
HD 260655 c,HD 260655,-0.43,0.00972223,3.09,-2.012234108981565,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),5.70588,3803.0,0.439,Transit
HD 2638 b,HD 2638,0.13,0.42,133.4886,-0.37675070960209955,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.4442,5186.0,0.77,Radial Velocity
HD 2685 b,HD 2685,0.02,1.17,371.8611,0.06818586174616162,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.12688,6801.0,1.43,Transit
HD 27442 b,HD 27442,0.42,1.56,495.8,0.1931245983544616,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),428.1,4846.0,1.23,Radial Velocity
HD 27631 b,HD 27631,-0.12,1.494,474.83802,0.17435059747937998,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2198.14,5737.0,0.944,Radial Velocity
HD 278555 b,HD 278555,0.269,0.84,266.97586188,-0.07572071393811836,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),28.842438,6047.0,1.255,Transit
HD 27894 c,HD 27894,0.3,0.162,51.48846,-0.790484985457369,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),36.07,,0.8,Radial Velocity
HD 27969 b,HD 27969,0.18,4.8,1525.5763536,0.6812412373755872,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),654.5,5966.0,1.16,Radial Velocity
HD 28109 b,HD 28109,0.1,0.01950738,6.2,-1.7098010559745507,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),22.891054,6189.0,1.227,Transit
HD 28109 c,HD 28109,0.1,0.02894644,9.2,-1.5384048406904347,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),55.99712,6189.0,1.227,Transit
HD 28109 d,HD 28109,0.1,0.01824884,5.8,-1.738764736556015,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),84.2899,6189.0,1.227,Transit
HD 28185 b,HD 28185,0.19,5.85,1859.29618095,0.7671558660821804,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),385.92,5602.0,0.974,Radial Velocity
HD 28185 c,HD 28185,0.19,6.0,1906.970442,0.7781512503836436,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),9090.0,5602.0,0.974,Radial Velocity
HD 28471 b,HD 28471,-0.04,0.01170443,3.72,-1.931649731380626,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.1649,5766.0,0.98,Radial Velocity
HD 28471 c,HD 28471,-0.04,0.01799713,5.72,-1.7447967462601055,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.1245,5766.0,0.98,Radial Velocity
HD 28471 d,HD 28471,-0.04,0.01544859,4.91,-1.8111111526898653,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),11.681,5766.0,0.98,Radial Velocity
HD 285507 b,HD 285507,0.13,0.98,311.4734,-0.00877392430750515,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.0881,4503.0,0.82,Radial Velocity
HD 285968 b,HD 285968,-0.1,0.026,8.4,-1.585026652029182,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),8.7836,,0.5,Radial Velocity
HD 29021 b,HD 29021,-0.3,4.47,1420.69297929,0.6503075231319364,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1365.0,,0.86,Radial Velocity
HD 290327 b,HD 290327,-0.14,2.43,772.3269,0.38560627359831223,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2443.0,5505.0,0.84,Radial Velocity
HD 29399 b,HD 29399,0.14,1.57,498.99059899,0.19589965240923377,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),892.7,4845.0,1.17,Radial Velocity
HD 2952 b,HD 2952,0.0,0.896,284.77425267,-0.047691990337874794,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),312.08,4853.0,1.91,Radial Velocity
HD 30177 b,HD 30177,0.43,8.25,2622.08435775,0.9164539485499251,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2539.0,5680.0,0.98,Radial Velocity
HD 30177 c,HD 30177,0.43,4.67,1484.25866069,0.6693168805661122,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),11320.0,5680.0,0.98,Radial Velocity
HD 30562 b,HD 30562,0.2,1.22,387.7526,0.08635983067474821,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1157.0,5882.0,1.12,Radial Velocity
HD 30669 b,HD 30669,0.13,0.47,149.37,-0.3279021420642826,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1684.0,5400.0,0.92,Radial Velocity
HD 31253 b,HD 31253,0.17,0.62,197.0546,-0.20760831050174613,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),466.0,6130.0,1.7,Radial Velocity
HD 31527 b,HD 31527,-0.17,0.0329,10.47,-1.4828041020500258,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),16.5535,5898.0,0.96,Radial Velocity
HD 31527 c,HD 31527,-0.17,0.0445,14.16,-1.3516399890190685,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),51.2053,5898.0,0.96,Radial Velocity
HD 31527 d,HD 31527,-0.17,0.0372,11.82,-1.4294570601181025,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),271.6737,5898.0,0.96,Radial Velocity
HD 3167 b,HD 3167,0.037,0.01524093,4.844,-1.8169885315826952,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.95965451,5338.0,0.864,Transit
HD 3167 c,HD 3167,0.037,0.03589987,11.41,-1.444907124078641,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),29.846511,5338.0,0.864,Transit
HD 3167 d,HD 3167,0.037,0.02296837,7.3,-1.6388698243575963,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),8.3967,5338.0,0.864,Radial Velocity
HD 3167 e,HD 3167,0.037,0.04688064,14.9,-1.3290064680955294,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),91.9,5338.0,0.864,Radial Velocity
HD 32518 b,HD 32518,-0.15,2.849,905.49313154,0.4546924492394769,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),157.35,4580.0,1.13,Radial Velocity
HD 32963 b,HD 32963,0.11,0.7,222.481,-0.1549019599857432,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2372.0,5727.0,0.94,Radial Velocity
HD 330075 b,HD 330075,0.05,0.48,152.5584,-0.3187587626244128,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.38773,5000.0,0.47,Radial Velocity
HD 331093 b,HD 331093,0.17,1.5,476.7426105,0.17609125905568124,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),621.62,5544.0,1.03,Radial Velocity
HD 33142 b,HD 33142,0.06,1.26,400.46379282,0.10037054511756291,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),330.0,5025.4,1.52,Radial Velocity
HD 33142 c,HD 33142,0.06,0.89,282.86728223,-0.05060999335508721,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),810.2,5025.4,1.52,Radial Velocity
HD 33142 d,HD 33142,0.06,0.2,63.5656814,-0.6989700043360187,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),89.9,5025.4,1.52,Radial Velocity
HD 332231 b,HD 332231,0.043,0.23314467,74.1,-0.6323745086506126,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),18.712024,6128.0,1.1642,Transit
HD 33283 b,HD 33283,0.35,0.329,104.56607,-0.48280410205002566,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),18.1991,5935.0,1.38,Radial Velocity
HD 33564 b,HD 33564,-0.12,9.1,2892.1,0.9590413923210935,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),388.0,6250.0,1.25,Radial Velocity
HD 33844 b,HD 33844,0.27,2.01,638.8383,0.30319605742048883,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),551.40002,4861.0,1.84,Radial Velocity
HD 33844 c,HD 33844,0.27,1.75,556.2025,0.24303804868629444,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),916.0,4861.0,1.78,Radial Velocity
HD 34445 b,HD 34445,0.18,0.82,260.6206,-0.08618614761628333,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1049.0,5879.0,1.14,Radial Velocity
HD 34445 c,HD 34445,0.14,0.168,53.5,-0.7746907182741372,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),214.67,5836.0,1.07,Radial Velocity
HD 34445 d,HD 34445,0.14,0.097,30.7,-1.0132282657337552,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),117.87,5836.0,1.07,Radial Velocity
HD 34445 e,HD 34445,0.14,0.0529,16.8,-1.2765443279648143,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),49.175,5836.0,1.07,Radial Velocity
HD 34445 f,HD 34445,0.14,0.119,37.9,-0.9244530386074693,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),676.8,5836.0,1.07,Radial Velocity
HD 34445 g,HD 34445,0.14,0.38,120.6,-0.42021640338318983,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5700.0,5836.0,1.07,Radial Velocity
HD 35759 b,HD 35759,0.04,3.76,1195.0408,0.5751878449276611,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),82.467,6060.0,1.15,Radial Velocity
HD 35843 b,HD 35843,-0.27,0.01837469,5.84,-1.7357799791784652,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),9.8991,5666.0,0.94,Radial Velocity
HD 35843 c,HD 35843,-0.27,0.0356167,11.32,-1.4483463217672778,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),46.9622,5666.0,0.94,Transit
HD 360 b,HD 360,-0.06,0.75,238.37130525,-0.12493873660829995,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),273.1,4770.0,1.69,Radial Velocity
HD 36384 b,HD 36384,-0.16,6.6,2097.6674862,0.8195439355418687,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),490.0,3940.0,1.14,Radial Velocity
HD 37124 b,HD 37124,-0.44,0.675,214.53525,-0.17069622716897506,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),154.378,,0.85,Radial Velocity
HD 37124 c,HD 37124,-0.44,0.652,207.22516,-0.1857524042680798,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),885.5,,0.85,Radial Velocity
HD 37124 d,HD 37124,-0.44,0.696,221.20968,-0.15739076038943792,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1862.0,,0.85,Radial Velocity
HD 37605 b,HD 37605,0.27,2.69,854.9627,0.42975228000240795,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),55.01292,5329.0,0.94,Radial Velocity
HD 37605 c,HD 37605,0.27,3.19,1013.8777,0.5037906830571811,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2720.0,5329.0,0.94,Radial Velocity
HD 3765 b,HD 3765,0.1716,0.173,54.98431441,-0.7619538968712046,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1211.0,5049.8,0.851785,Radial Velocity
HD 38283 b,HD 38283,-0.18,0.4,127.132,-0.3979400086720376,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),363.20001,5981.0,1.37,Radial Velocity
HD 38801 b,HD 38801,0.25,9.698,3082.31534,0.9866821797795056,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),685.25,5338.0,1.207,Radial Velocity
HD 39091 b,HD 39091,0.09,14.1,4481.3805387,1.14921911265538,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2088.8,5998.0,1.07,Radial Velocity
HD 40307 b,HD 40307,-0.31,0.0126,4.0,-1.899629454882437,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),4.3123,4956.0,0.77,Radial Velocity
HD 40307 c,HD 40307,-0.31,0.0208,6.6,-1.6819366650372385,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),9.6184,4956.0,0.77,Radial Velocity
HD 40307 d,HD 40307,-0.31,0.0299,9.5,-1.5243288116755704,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),20.432,4956.0,0.77,Radial Velocity
HD 40307 f,HD 40307,-0.31,0.0164,5.2,-1.785156151952302,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),51.76,4956.0,0.77,Radial Velocity
HD 40307 g,HD 40307,-0.31,0.0223,7.1,-1.6516951369518393,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),197.8,4956.0,0.77,Radial Velocity
HD 40956 b,HD 40956,0.14,2.7,858.141,0.43136376415898736,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),578.6,4869.0,2.0,Radial Velocity
HD 40979 b,HD 40979,0.2,4.67,1484.2661,0.6693168805661122,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),264.14999,6165.0,1.45,Radial Velocity
HD 42012 b,HD 42012,-0.09,1.6,508.528,0.2041199826559248,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),857.5,5405.0,0.83,Radial Velocity
HD 4203 b,HD 4203,0.4,2.23,708.7609,0.34830486304816066,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),431.88,5596.0,1.25,Radial Velocity
HD 4203 c,HD 4203,0.34,2.17,689.66,0.3364597338485295,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),6700.0,5582.0,0.99,Radial Velocity
HD 4208 b,HD 4208,-0.28,0.81,257.4423,-0.09151498112135022,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),832.97,5717.0,0.883,Radial Velocity
HD 42618 b,HD 42618,-0.09,0.04530724,14.4,-1.3438323931127747,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),149.61,5727.0,1.015,Radial Velocity
HD 4308 b,HD 4308,-0.35,0.05,15.8915,-1.3010299956639813,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),15.56,5686.0,0.93,Radial Velocity
HD 43691 b,HD 43691,0.33,2.55,810.4665,0.4065401804339551,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),36.9987,6093.0,1.32,Radial Velocity
HD 45184 b,HD 45184,0.04,0.0384,12.19,-1.4156687756324693,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),5.8854,5869.0,1.03,Radial Velocity
HD 45184 c,HD 45184,0.04,0.0277,8.81,-1.5575202309355514,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.1354,5869.0,1.03,Radial Velocity
HD 45350 b,HD 45350,0.23,1.79,568.89,0.2528530309798932,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),963.6,5566.0,0.98,Radial Velocity
HD 45652 b,HD 45652,0.26,0.433,137.62039,-0.36351210364663455,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),44.073,5294.0,0.92,Radial Velocity
HD 46375 b,HD 46375,0.24,0.226,71.8,-0.645891560852599,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.023573,5285.0,0.92,Radial Velocity
HD 47186 b,HD 47186,0.24,0.07,22.2481,-1.154901959985743,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),4.0845,5657.0,0.96,Radial Velocity
HD 4732 b,HD 4732,-0.01,1.986,631.2072163,0.2979792441593624,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),371.74,4898.0,1.39,Radial Velocity
HD 4732 c,HD 4732,-0.01,3.365,1069.49258955,0.5269850685599957,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3184.2,4898.0,1.39,Radial Velocity
HD 47366 b,HD 47366,-0.02,2.082,661.71874337,0.3184807251745173,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),360.08,4866.0,1.81,Radial Velocity
HD 47366 c,HD 47366,-0.02,1.522,483.73483545,0.18241465243455401,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),677.53,4866.0,1.81,Radial Velocity
HD 4760 b,HD 4760,-0.91,13.9,4417.837,1.1430148002540952,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),434.0,4076.0,1.05,Radial Velocity
HD 48265 b,HD 48265,0.3,1.525,484.69075,0.1832698436828046,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),778.51,5733.0,1.312,Radial Velocity
HD 48265 c,HD 48265,0.39,4.45,1414.33641115,0.6483600109809317,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),10418.0,5805.0,1.38,Radial Velocity
HD 48948 b,HD 48948,-0.21,0.0153542,4.88,-1.8137728066801493,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),7.34013,4593.0,0.686,Radial Velocity
HD 48948 c,HD 48948,-0.21,0.02287398,7.27,-1.640658262955421,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),38.06,4593.0,0.686,Radial Velocity
HD 48948 d,HD 48948,-0.21,0.03331987,10.59,-1.4772967016948053,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),151.92,4593.0,0.686,Radial Velocity
HD 49674 b,HD 49674,0.32,0.1,31.783,-1.0,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.94737,5602.0,1.03,Radial Velocity
HD 50499 b,HD 50499,0.26,1.636,519.96988,0.21378329933530416,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2447.1,6102.0,1.253,Radial Velocity
HD 50499 c,HD 50499,0.38,2.93,931.2419,0.4668676203541095,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),8619.9,6099.0,1.31,Radial Velocity
HD 50554 b,HD 50554,0.02,5.85,1859.29618095,0.7671558660821804,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1240.0,6050.0,1.1,Radial Velocity
HD 50554 c,HD 50554,-0.02,0.01667566,5.3,-1.777916968284836,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.969362,5968.0,1.04,Transit
HD 50554 d,HD 50554,-0.02,0.03272206,10.4,-1.485159363360399,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),28.0694,5968.0,1.04,Transit
HD 51608 b,HD 51608,-0.07,0.0402,12.77,-1.39577394691553,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),14.0726,5358.0,0.8,Radial Velocity
HD 51608 c,HD 51608,-0.07,0.045,14.31,-1.3467874862246563,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),95.9446,5358.0,0.8,Radial Velocity
HD 5278 b,HD 5278,-0.12,0.02454154,7.8,-1.6100981884501955,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),14.339156,6203.0,1.126,Transit
HD 5278 c,HD 5278,-0.12,0.05789287,18.4,-1.2373749200433675,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),40.87,6203.0,1.126,Radial Velocity
