pl_name,hostname,pl_letter,pl_bmasse,pl_bmassj,pl_rade,pl_orbper,st_met,st_teff,st_mass,st_rad,disc_year,discoverymethod
"HD 162020 b","HD 162020","b",3127.44720000,9.84000000,,8.42820000000,-0.1000,4723.00,0.420000,0.750000,2002,"Radial Velocity"
"HD 16417 b","HD 16417","b",22.10000000,0.06960000,,17.24000000000,0.0600,,1.200000,,2008,"Radial Velocity"
"HD 164509 b","HD 164509","b",140.79869000,0.44300000,,280.17000000000,0.2000,5859.00,1.120000,1.110000,2012,"Radial Velocity"
"HD 164595 b","HD 164595","b",16.14000000,0.05078186,,40.00000000000,-0.0400,5790.00,0.990000,,2015,"Radial Velocity"
"HD 164604 b","HD 164604","b",4195.33497240,13.20000000,,653.90000000000,0.1200,4663.00,0.770000,0.780000,2009,"Radial Velocity"
"HD 164604 c","HD 164604","c",3019.36986650,9.50000000,,5387.00000000000,0.1200,4663.00,0.770000,0.780000,2026,"Radial Velocity"
"HD 164922 b","HD 164922","b",116.00000000,0.36497499,,1207.00000000000,0.1800,5390.00,0.926000,0.946000,2005,"Radial Velocity"
"HD 164922 c","HD 164922","c",13.00000000,0.04090237,,75.74000000000,0.1800,5390.00,0.926000,0.946000,2016,"Radial Velocity"
"HD 164922 d","HD 164922","d",4.00000000,0.01258534,,12.45800000000,0.1800,5390.00,0.926000,0.946000,2020,"Radial Velocity"
"HD 164922 e","HD 164922","e",10.52012027,0.03310000,,41.76300000000,0.1967,5393.43,0.921146,1.001813,2021,"Radial Velocity"
"HD 165131 b","HD 165131","b",5943.39121090,18.70000000,,2342.60000000000,0.0600,5870.00,1.060000,,2023,"Radial Velocity"
"HD 165155 b","HD 165155","b",918.52870000,2.89000000,,434.50000000000,0.0900,5426.00,1.020000,0.950000,2016,"Radial Velocity"
"HD 1666 b","HD 1666","b",2040.00000000,6.43000000,,270.00000000000,0.3700,6317.00,1.500000,1.930000,2015,"Radial Velocity"
"HD 166724 b","HD 166724","b",1121.89000000,3.53000000,,5144.00000000000,-0.0900,5127.00,0.810000,,2012,"Radial Velocity"
"HD 167042 b","HD 167042","b",444.00628458,1.39700000,,417.67000000000,-0.0100,4919.00,1.390000,4.630000,2007,"Radial Velocity"
"HD 167677 b","HD 167677","b",905.81095995,2.85000000,,1820.00000000000,-0.2900,5474.00,0.960000,,2023,"Radial Velocity"
"HD 167768 b","HD 167768","b",270.15414595,0.85000000,,20.65320000000,-0.6700,4851.00,1.080000,9.700000,2022,"Radial Velocity"
"HD 168009 b","HD 168009","b",9.53485221,0.03000000,,15.14790000000,0.0183,5778.33,0.986073,1.209505,2021,"Radial Velocity"
"HD 168746 b","HD 168746","b",85.81410000,0.27000000,,6.40400000000,-0.0800,5570.00,1.070000,1.090000,2002,"Radial Velocity"
"HD 1690 b","HD 1690","b",2793.72570000,8.79000000,,533.00000000000,-0.2700,4374.00,1.860000,21.660000,2010,"Radial Velocity"
"HD 170469 b","HD 170469","b",209.76780000,0.66000000,,1145.00000000000,0.2900,5842.00,1.100000,1.240000,2007,"Radial Velocity"
"HD 17092 b","HD 17092","b",3219.61790000,10.13000000,,359.89999000000,0.1800,4326.00,6.730000,13.580000,2007,"Radial Velocity"
"HD 171028 b","HD 171028","b",832.71460000,2.62000000,,550.00000000000,-0.4800,5671.00,1.530000,2.470000,2007,"Radial Velocity"
"HD 171238 b","HD 171238","b",2796.88998160,8.80000000,,1515.00000000000,0.2000,,0.920000,,2009,"Radial Velocity"
"HD 17156 b","HD 17156","b",1036.12060682,3.26000000,12.26262489,21.21642940000,0.2080,6046.00,1.285000,1.517000,2007,"Radial Velocity"
"HD 173416 b","HD 173416","b",585.12209729,1.84100000,,322.03000000000,-0.2200,4683.00,2.000000,13.500000,2008,"Radial Velocity"
"HD 174205 b","HD 174205","b",1334.87930940,4.20000000,,582.00000000000,-0.2800,4308.00,1.800000,26.600000,2022,"Radial Velocity"
"HD 175607 b","HD 175607","b",8.98000000,0.02825410,,29.01000000000,-0.6200,5392.00,0.710000,0.700000,2015,"Radial Velocity"
"HD 17674 b","HD 17674","b",276.51210000,0.87000000,,623.80000000000,-0.1600,5904.00,0.980000,1.180000,2017,"Radial Velocity"
"HD 176986 b","HD 176986","b",5.36000000,0.01686445,,6.49164000000,0.0300,4931.00,0.789000,0.782000,2017,"Radial Velocity"
"HD 176986 c","HD 176986","c",9.75000000,0.03067693,,16.81240000000,0.0300,4931.00,0.789000,0.782000,2017,"Radial Velocity"
"HD 176986 d","HD 176986","d",6.76000000,0.02126934,,61.37600000000,0.0300,4931.00,0.789000,0.782000,2026,"Radial Velocity"
"HD 177830 b","HD 177830","b",537.13270000,1.69000000,,410.10001000000,0.4200,4901.00,1.700000,3.260000,1999,"Radial Velocity"
"HD 177830 c","HD 177830","c",47.67250000,0.15000000,,110.90000000000,0.5450,4949.00,1.470000,2.620000,2010,"Radial Velocity"
"HD 178911 B b","HD 178911 B","b",2552.17490000,8.03000000,,71.48400000000,0.2400,5588.00,1.240000,1.080000,2001,"Radial Velocity"
"HD 179079 b","HD 179079","b",25.74423000,0.08100000,,14.47900000000,0.2400,5646.00,1.140000,1.630000,2008,"Radial Velocity"
"HD 179949 b","HD 179949","b",291.12000000,0.91600000,,3.09251400000,0.1370,6168.00,1.210000,,2000,"Radial Velocity"
"HD 180314 b","HD 180314","b",7216.92963775,22.70700000,,394.73000000000,0.2000,4917.00,2.600000,9.200000,2010,"Radial Velocity"
"HD 180617 b","HD 180617","b",12.21400000,0.03842935,,105.91100000000,-0.0400,3534.00,0.484000,0.481000,2018,"Radial Velocity"
"HD 181720 b","HD 181720","b",127.13200000,0.40000000,,956.00000000000,-0.6200,5736.00,1.030000,1.500000,2009,"Radial Velocity"
"HD 183579 b","HD 183579","b",20.40000000,0.06418558,3.49000000,17.47129100000,-0.0380,5784.00,0.996000,0.960000,2021,"Transit"
"HD 184010 b","HD 184010","b",98.52680617,0.31000000,,286.60000000000,-0.1700,4971.00,1.350000,4.860000,2022,"Radial Velocity"
"HD 184010 c","HD 184010","c",95.34852210,0.30000000,,484.30000000000,-0.1700,4971.00,1.350000,4.860000,2022,"Radial Velocity"
"HD 184010 d","HD 184010","d",143.02278315,0.45000000,,836.40000000000,-0.1700,4971.00,1.350000,4.860000,2022,"Radial Velocity"
"HD 18438 b","HD 18438","b",6674.39654700,21.00000000,,803.00000000000,-0.4000,3860.00,1.840000,88.475000,2023,"Radial Velocity"
"HD 18599 b","HD 18599","b",24.10000000,0.07582708,2.60000000,4.13743540000,0.0000,5145.00,0.863000,0.767000,2022,"Transit"
"HD 187085 b","HD 187085","b",265.70588000,0.83600000,,1019.74000000000,0.1200,6117.00,1.189000,1.270000,2006,"Radial Velocity"
"HD 187123 b","HD 187123","b",166.21800000,0.52300000,,3.09658280000,0.0900,5790.00,1.040000,1.150430,1998,"Radial Velocity"
"HD 187123 c","HD 187123","c",632.46000000,1.99000000,,3810.00000000000,0.0900,5790.00,1.040000,1.150430,2008,"Radial Velocity"
"HD 188015 b","HD 188015","b",476.72000000,1.50000000,,461.20000000000,0.2890,5746.00,1.090000,,2004,"Radial Velocity"
"HD 189567 b","HD 189567","b",8.50000000,0.02674399,,14.28800000000,-0.2400,5726.00,0.830000,,2021,"Radial Velocity"
"HD 189567 c","HD 189567","c",7.00000000,0.02202446,,33.68800000000,-0.2400,5726.00,0.830000,,2021,"Radial Velocity"
"HD 189733 b","HD 189733","b",359.14790000,1.13000000,12.66617000,2.21857567000,-0.0200,5052.00,0.790000,0.750000,2005,"Radial Velocity"
"HD 190007 b","HD 190007","b",15.50000000,0.04876845,,11.72412800000,0.1600,4610.00,0.770000,,2020,"Radial Velocity"
"HD 190360 b","HD 190360","b",537.00000000,1.68959095,,2887.50000000000,0.2600,5560.00,0.996000,,2003,"Radial Velocity"
"HD 190360 c","HD 190360","c",26.20000000,0.08243442,,17.11625000000,0.2600,5560.00,0.996000,,2005,"Radial Velocity"
"HD 190360 d","HD 190360","d",11.90000000,0.03744159,,88.69000000000,0.2600,5560.00,0.996000,,2026,"Radial Velocity"
"HD 190647 b","HD 190647","b",630.89255000,1.98500000,,1176.45000000000,0.2300,5656.00,1.069000,1.376000,2007,"Radial Velocity"
"HD 190984 b","HD 190984","b",985.20000000,3.10000000,,4885.00000000000,-0.4800,5988.00,0.910000,1.530000,2009,"Radial Velocity"
"HD 191939 b","HD 191939","b",10.00000000,0.03146352,3.41000000,8.88032560000,-0.1500,5348.00,0.810000,0.940000,2020,"Transit"
"HD 191939 c","HD 191939","c",8.00000000,0.02517081,3.19500000,28.57974300000,-0.1500,5348.00,0.810000,0.940000,2020,"Transit"
"HD 191939 d","HD 191939","d",2.80000000,0.00880979,2.99500000,38.35303700000,-0.1500,5348.00,0.810000,0.940000,2020,"Transit"
"HD 191939 e","HD 191939","e",112.20000000,0.35302068,,101.12000000000,-0.1500,5348.00,0.810000,0.940000,2022,"Radial Velocity"
"HD 191939 f","HD 191939","f",915.34581216,2.88000000,,2898.00000000000,-0.1500,5348.00,0.810000,0.940000,2022,"Radial Velocity"
"HD 191939 g","HD 191939","g",13.50000000,0.04247575,,284.00000000000,-0.1500,5348.00,0.810000,0.940000,2022,"Radial Velocity"
"HD 192263 b","HD 192263","b",177.98480000,0.56000000,,24.35560000000,0.0300,4976.00,0.660000,0.740000,1999,"Radial Velocity"
"HD 192310 b","HD 192310","b",16.90000000,0.05320000,,74.72000000000,-0.0400,5166.00,0.800000,,2011,"Radial Velocity"
"HD 192310 c","HD 192310","c",24.00000000,0.07600000,,525.80000000000,-0.0400,5166.00,0.800000,,2011,"Radial Velocity"
"HD 195019 b","HD 195019","b",1264.96340000,3.98000000,,18.20132000000,0.0500,5751.00,1.210000,1.480000,1998,"Radial Velocity"
"HD 196067 b","HD 196067","b",3623.24383980,11.40000000,,3413.70000000000,0.2130,6072.00,1.160000,1.710000,2012,"Radial Velocity"
"HD 196067 c","HD 196067","c",10.40000000,0.03272206,,4.60108800000,0.2130,6072.00,1.160000,1.710000,2025,"Radial Velocity"
"HD 19615 b","HD 19615","b",2701.54145950,8.50000000,,402.00000000000,-0.3100,4263.00,1.100000,32.300000,2022,"Radial Velocity"
"HD 196885 A b","HD 196885 A","b",819.97000000,2.58000000,,1333.00000000000,0.2200,6254.00,1.280000,1.310000,2007,"Radial Velocity"
"HD 197037 b","HD 197037","b",251.00000000,0.79000000,,1035.70000000000,-0.2000,6150.00,1.110000,,2012,"Radial Velocity"
"HD 19994 b","HD 19994","b",435.41000000,1.37000000,,466.20000000000,0.2700,6188.00,1.365000,,2003,"Radial Velocity"
"HD 20003 b","HD 20003","b",11.66000000,0.03670000,,11.84820000000,0.0400,5494.00,0.875000,,2019,"Radial Velocity"
"HD 20003 c","HD 20003","c",14.44000000,0.04540000,,33.92390000000,0.0400,5494.00,0.875000,,2019,"Radial Velocity"
"HD 202206 b","HD 202206","b",6849.20217085,21.55000000,,256.26000000000,0.2300,5764.23,1.060000,1.040000,2026,"Radial Velocity"
"HD 202206 c","HD 202206","c",982.08977763,3.09000000,,1299.22000000000,0.2300,5764.23,1.060000,1.040000,2004,"Radial Velocity"
"HD 202696 b","HD 202696","b",634.38868000,1.99600000,,517.80000000000,0.0200,5040.00,1.910000,6.430000,2019,"Radial Velocity"
"HD 202696 c","HD 202696","c",592.43512000,1.86400000,,946.60000000000,0.0200,5040.00,1.910000,6.430000,2019,"Radial Velocity"
"HD 202772 A b","HD 202772 A","b",323.54931833,1.01800000,18.23701160,3.30887750000,0.2320,6442.00,1.721000,2.554000,2019,"Transit"
"HD 20329 b","HD 20329","b",7.42000000,0.02334593,1.72000000,0.92611800000,-0.0700,5596.00,0.900000,1.130000,2022,"Transit"
"HD 2039 b","HD 2039","b",1999.15070000,6.29000000,,1120.00000000000,0.3000,5945.00,1.230000,1.190000,2002,"Radial Velocity"
"HD 204941 b","HD 204941","b",73.10090000,0.23000000,,1733.00000000000,-0.1900,5026.00,0.580000,0.780000,2011,"Radial Velocity"
"HD 205739 b","HD 205739","b",435.41000000,1.37000000,,279.80000000000,0.1900,6176.00,1.220000,1.330000,2008,"Radial Velocity"
"HD 207496 b","HD 207496","b",6.10000000,0.01919275,2.25000000,6.44100800000,0.0950,4819.00,0.800000,0.769000,2023,"Transit"
"HD 20781 b","HD 20781","b",1.93000000,0.00610000,,5.31350000000,-0.1100,5256.00,0.700000,,2019,"Radial Velocity"
"HD 20781 c","HD 20781","c",5.33000000,0.01680000,,13.89050000000,-0.1100,5256.00,0.700000,,2019,"Radial Velocity"
"HD 20781 d","HD 20781","d",10.61000000,0.03340000,,29.15800000000,-0.1100,5256.00,0.700000,,2019,"Radial Velocity"
"HD 20781 e","HD 20781","e",14.03000000,0.04420000,,85.50730000000,-0.1100,5256.00,0.700000,,2019,"Radial Velocity"
"HD 20782 b","HD 20782","b",472.83000000,1.48780000,,597.06430000000,-0.0537,5782.13,1.040000,1.126810,2006,"Radial Velocity"
"HD 207832 b","HD 207832","b",177.98480000,0.56000000,,160.07000000000,0.1400,5726.00,1.050000,0.890000,2012,"Radial Velocity"
"HD 207832 c","HD 207832","c",232.01590000,0.73000000,,1155.70000000000,0.0600,5710.00,0.940000,0.901000,2012,"Radial Velocity"
"HD 207897 b","HD 207897","b",14.80000000,0.04656601,2.34302132,16.20166000000,-0.0300,5106.00,0.820800,0.782700,2021,"Transit"
"HD 20794 b","HD 20794","b",2.15000000,0.00676466,,18.31400000000,-0.4200,5368.00,0.790000,0.930000,2011,"Radial Velocity"
"HD 20794 d","HD 20794","d",2.98000000,0.00937613,,89.68000000000,-0.4200,5368.00,0.790000,0.930000,2011,"Radial Velocity"
"HD 20794 f","HD 20794","f",5.82000000,0.01831177,,647.60000000000,-0.4200,5368.00,0.790000,0.930000,2025,"Radial Velocity"
"HD 208487 b","HD 208487","b",146.20106722,0.46000000,,129.36000000000,0.0900,6134.00,1.150000,1.160000,2004,"Radial Velocity"
"HD 208527 b","HD 208527","b",3146.40000000,9.90000000,,875.50000000000,-0.0900,4035.00,1.600000,51.100000,2012,"Radial Velocity"
"HD 20868 b","HD 20868","b",397.28750000,1.25000000,,380.85001000000,0.0500,4802.00,0.390000,0.760000,2008,"Radial Velocity"
"HD 208897 b","HD 208897","b",379.48711796,1.19400000,,358.27000000000,0.2100,4860.00,1.250000,4.980000,2017,"Radial Velocity"
"HD 209458 b","HD 209458","b",232.01590000,0.73000000,15.58051000,3.52474859000,0.0100,6091.00,1.230000,1.190000,1999,"Radial Velocity"
"HD 210277 b","HD 210277","b",410.00070000,1.29000000,,442.19000000000,0.2200,5538.00,1.010000,1.070000,1998,"Radial Velocity"
"HD 210702 b","HD 210702","b",481.51003660,1.51500000,,355.50000000000,-0.0200,4912.00,1.330000,4.540000,2007,"Radial Velocity"
"HD 211403 b","HD 211403","b",1760.76937478,5.54000000,,223.80000000000,0.1800,6273.00,1.200000,1.206000,2021,"Radial Velocity"
"HD 211810 b","HD 211810","b",212.94610000,0.67000000,,1558.00000000000,0.1700,5652.00,1.030000,1.130000,2018,"Radial Velocity"
"HD 212301 b","HD 212301","b",162.09330000,0.51000000,,2.24571000000,0.1800,6239.00,1.550000,1.160000,2005,"Radial Velocity"
"HD 213240 b","HD 213240","b",1773.49140000,5.58000000,,882.70001000000,0.1500,5979.00,1.570000,1.510000,2001,"Radial Velocity"
"HD 213472 b","HD 213472","b",1112.39942450,3.50000000,,17000.00000000000,0.1249,5729.54,1.048132,1.433902,2021,"Radial Velocity"
"HD 213885 b","HD 213885","b",8.83000000,0.02778215,1.74500000,1.00803500000,-0.0400,5978.00,1.068000,1.101100,2019,"Transit"
"HD 213885 c","HD 213885","c",19.95000000,0.06276941,,4.78503000000,-0.0400,5978.00,1.068000,1.101100,2019,"Radial Velocity"
"HD 215152 b","HD 215152","b",1.81900000,0.00572319,,5.75999000000,-0.1000,4935.00,0.770000,0.730000,2018,"Radial Velocity"
"HD 215152 c","HD 215152","c",1.72000000,0.00541170,,7.28243000000,-0.1000,4935.00,0.770000,0.730000,2018,"Radial Velocity"
"HD 215152 d","HD 215152","d",2.80100000,0.00881289,,10.86499000000,-0.1000,4935.00,0.770000,0.730000,2018,"Radial Velocity"
"HD 215152 e","HD 215152","e",2.87700000,0.00905201,,25.19670000000,-0.1000,4935.00,0.770000,0.730000,2018,"Radial Velocity"
"HD 21520 b","HD 21520","b",17.70000000,0.05569043,2.69700000,25.12920000000,0.0490,5871.00,1.090000,1.044000,2024,"Transit"
"HD 215497 b","HD 215497","b",6.35660000,0.02000000,,3.93404000000,0.2000,5110.00,0.670000,0.850000,2009,"Radial Velocity"
"HD 216435 b","HD 216435","b",400.40000000,1.26000000,,1311.00000000000,0.2440,5999.00,1.300000,,2002,"Radial Velocity"
"HD 216520 b","HD 216520","b",10.26000000,0.03228141,,35.45000000000,-0.1600,5103.00,0.820000,0.760000,2020,"Radial Velocity"
"HD 216520 c","HD 216520","c",9.44000000,0.02970141,,154.43000000000,-0.1600,5103.00,0.820000,0.760000,2020,"Radial Velocity"
"HD 216536 b","HD 216536","b",333.72150000,1.05000000,,148.60001000000,-0.1700,4639.00,0.810000,9.830000,2015,"Radial Velocity"
"HD 216770 b","HD 216770","b",181.16310000,0.57000000,,118.45000000000,0.2700,5399.00,0.740000,0.930000,2003,"Radial Velocity"
"HD 21693 b","HD 21693","b",8.23000000,0.02590000,,22.67860000000,0.0000,5430.00,0.800000,,2019,"Radial Velocity"
"HD 21693 c","HD 21693","c",17.37000000,0.05470000,,53.73570000000,0.0000,5430.00,0.800000,,2019,"Radial Velocity"
"HD 21749 c","GJ 143","c",3.70000000,0.01164144,0.89200000,7.78993000000,0.0030,4640.00,0.730000,0.695000,2019,"Transit"
"HD 218566 b","HD 218566","b",63.56600000,0.20000000,,225.70000000000,0.2800,4730.00,0.760000,0.850000,2010,"Radial Velocity"
"HD 219134 b","HD 219134","b",4.74000000,0.01491363,1.60200000,3.09292600000,0.1100,4699.00,0.810000,0.778000,2015,"Radial Velocity"
"HD 219134 c","HD 219134","c",4.36000000,0.01371803,1.51100000,6.76458000000,0.1100,4699.00,0.810000,0.778000,2015,"Radial Velocity"
"HD 219134 d","HD 219134","d",16.17000000,0.05087625,1.61000000,46.85900000000,0.1100,4699.00,0.810000,0.778000,2015,"Radial Velocity"
"HD 219134 f","HD 219134","f",7.30000000,0.02296825,1.31000000,22.71700000000,0.1100,4699.00,0.810000,0.778000,2015,"Radial Velocity"
"HD 219134 g","HD 219134","g",10.80622000,0.03400000,,94.20000000000,0.0800,4913.00,0.794000,0.770000,2015,"Radial Velocity"
"HD 219134 h","HD 219134","h",108.06220000,0.34000000,,2247.00000000000,0.0800,4913.00,0.794000,0.770000,2015,"Radial Velocity"
"HD 219139 b","HD 219139","b",247.90615746,0.78000000,,275.50000000000,-0.2000,4831.00,1.460000,11.220000,2021,"Radial Velocity"
"HD 219415 b","HD 219415","b",317.83000000,1.00000000,,2093.30000000000,-0.0400,4820.00,1.000000,2.900000,2012,"Radial Velocity"
"HD 220074 b","HD 220074","b",5288.69120000,16.64000000,,672.09998000000,-0.2500,3787.00,2.200000,54.920000,2012,"Radial Velocity"
"HD 220197 b","HD 220197","b",63.56600000,0.20000000,,1728.00000000000,-0.5500,5683.00,0.910000,0.980000,2018,"Radial Velocity"
"HD 220689 b","HD 220689","b",355.33394000,1.11800000,,2266.40000000000,-0.0700,5921.00,1.016000,1.068000,2012,"Radial Velocity"
"HD 220773 b","HD 220773","b",460.80000000,1.45000000,,3724.70000000000,0.0900,5940.00,1.160000,,2011,"Radial Velocity"
"HD 220842 b","HD 220842","b",1010.69940000,3.18000000,,218.47000000000,-0.1700,5960.00,1.130000,,2016,"Radial Velocity"
"HD 221287 b","HD 221287","b",982.05000000,3.09000000,,456.10000000000,-0.0300,6304.00,1.250000,,2007,"Radial Velocity"
"HD 221416 b","HD 221416","b",60.50000000,0.19000000,9.17000000,14.27670000000,-0.0800,5080.00,1.212000,2.943000,2019,"Transit"
"HD 221420 b","HD 221420","b",7278.27052030,22.90000000,,10090.00000000000,0.3300,5847.00,1.351000,1.947000,2019,"Radial Velocity"
"HD 221585 b","HD 221585","b",511.70630000,1.61000000,,1173.00000000000,0.2900,5620.00,1.190000,,2016,"Radial Velocity"
"HD 222076 b","HD 222076","b",495.81480000,1.56000000,,871.00000000000,0.0500,4806.00,1.070000,4.100000,2016,"Radial Velocity"
"HD 222155 b","HD 222155","b",673.79960000,2.12000000,,3999.00000000000,-0.1800,5701.00,1.210000,1.850000,2011,"Radial Velocity"
"HD 222237 b","HD 222237","b",1649.52943233,5.19000000,,14892.00000000000,-0.3200,4751.00,0.760000,0.710000,2024,"Radial Velocity"
"HD 222582 b","HD 222582","b",2660.23710000,8.37000000,,572.38000000000,0.0100,5790.00,1.120000,1.130000,1999,"Radial Velocity"
"HD 224018 b","HD 224018","b",4.10000000,0.01290004,0.91000000,10.64130000000,0.0500,5784.00,1.013000,1.147000,2025,"Radial Velocity"
"HD 224018 c","HD 224018","c",10.40000000,0.03272206,2.42000000,36.57669000000,0.0500,5784.00,1.013000,1.147000,2025,"Transit"
"HD 224018 d","HD 224018","d",4.20000000,0.01321468,2.40000000,138.07310000000,0.0500,5784.00,1.013000,1.147000,2025,"Transit"
"HD 224693 b","HD 224693","b",222.48100000,0.70000000,,26.69040000000,0.2700,5894.00,1.310000,1.930000,2006,"Radial Velocity"
"HD 22496 b","HD 22496","b",5.57000000,0.01752518,,5.09071000000,-0.0800,4385.00,0.684000,0.674000,2021,"Radial Velocity"
"HD 22532 b","HD 22532","b",673.79622284,2.12000000,,872.60000000000,-0.1900,5038.00,1.570000,5.690000,2022,"Radial Velocity"
"HD 22781 b","HD 22781","b",4338.20000000,13.65000000,,528.07000000000,-0.3700,5027.00,0.750000,,2011,"Radial Velocity"
"HD 22946 d","HD 22946","d",26.57000000,0.08359857,2.60700000,47.42489000000,-0.0800,6169.00,1.098000,1.117000,2023,"Transit"
"HD 23079 b","HD 23079","b",845.42356262,2.66000000,,735.74000000000,-0.1290,5994.00,1.160000,1.080000,2001,"Radial Velocity"
"HD 23079 c","HD 23079","c",8.26000000,0.02598887,,5.74891300000,-0.1290,5994.00,1.160000,1.080000,2025,"Radial Velocity"
"HD 23127 b","HD 23127","b",485.32641000,1.52700000,,1211.17000000000,0.2900,5843.00,1.208000,1.490000,2006,"Radial Velocity"
"HD 231701 b","HD 231701","b",359.14790000,1.13000000,,141.63000000000,0.0500,6101.00,1.210000,1.530000,2007,"Radial Velocity"
"HD 233604 b","HD 233604","b",2089.64400000,6.57500000,,192.00000000000,-0.3600,4791.00,1.500000,10.900000,2013,"Radial Velocity"
"HD 233832 b","HD 233832","b",565.73740000,1.78000000,,2058.00000000000,-0.6600,4981.00,0.710000,0.680000,2018,"Radial Velocity"
"HD 23472 b","HD 23472","b",8.32000000,0.02617765,2.00000000,17.66708700000,-0.2000,4684.00,0.670000,0.710000,2019,"Transit"
"HD 23472 c","HD 23472","c",3.41000000,0.01072906,1.87000000,29.79749000000,-0.2000,4684.00,0.670000,0.710000,2019,"Transit"
"HD 23472 d","HD 23472","d",0.55000000,0.00173049,0.75000000,3.97664000000,-0.2000,4684.00,0.670000,0.710000,2022,"Transit"
"HD 23472 e","HD 23472","e",0.72000000,0.00226537,0.81800000,7.90754000000,-0.2000,4684.00,0.670000,0.710000,2022,"Transit"
"HD 23472 f","HD 23472","f",0.77000000,0.00242269,1.13700000,12.16218390000,-0.2000,4684.00,0.670000,0.710000,2022,"Transit"
"HD 235088 b","HD 235088","b",4.15000000,0.01305736,1.98200000,7.43413250000,-0.0200,5075.00,0.849000,0.772000,2023,"Transit"
"HD 238090 b","HD 238090","b",6.89000000,0.02167826,,13.67100000000,-0.0300,3933.00,0.578000,0.570000,2020,"Radial Velocity"
"HD 238914 b","HD 238914","b",1906.98000000,6.00000000,,4100.00000000000,-0.2500,4769.00,1.470000,12.730000,2018,"Radial Velocity"
"HD 240210 b","HD 240210","b",1655.82000000,5.21000000,,501.75000000000,-0.1800,4297.00,0.820000,,2009,"Radial Velocity"
"HD 240237 b","HD 240237","b",5050.31870000,15.89000000,,745.70001000000,-0.2500,3926.00,8.760000,71.230000,2011,"Radial Velocity"
"HD 24040 b","HD 24040","b",1226.82380000,3.86000000,,3668.00000000000,0.1900,5802.00,1.110000,1.300000,2006,"Radial Velocity"
"HD 24040 c","HD 24040","c",63.88350981,0.20100000,,515.40000000000,0.1971,5776.49,1.103940,1.387296,2021,"Radial Velocity"
"HD 24064 b","HD 24064","b",4096.82870000,12.89000000,,535.59998000000,-0.4900,4052.00,1.610000,40.000000,2015,"Radial Velocity"
"HD 25171 b","HD 25171","b",290.81445000,0.91500000,,1802.29000000000,-0.1200,6125.00,1.076000,1.230000,2010,"Radial Velocity"
"HD 25463 b","HD 25463","b",8.70000000,0.02737326,2.54535814,7.04914230000,-0.0180,6353.00,1.251000,1.418200,2023,"Transit"
"HD 25463 c","HD 25463","c",4.30000000,0.01352931,1.36354953,3.04405000000,-0.0180,6353.00,1.251000,1.418200,2023,"Transit"
"HD 25723 b","HD 25723","b",794.57101750,2.50000000,,457.01000000000,-0.0300,4766.00,2.120000,13.760000,2020,"Radial Velocity"
"HD 260655 b","HD 260655","b",2.14000000,0.00673319,1.24000000,2.76953000000,-0.4300,3803.00,0.439000,0.439000,2022,"Transit"
"HD 260655 c","HD 260655","c",3.09000000,0.00972223,1.53300000,5.70588000000,-0.4300,3803.00,0.439000,0.439000,2022,"Transit"
"HD 2638 b","HD 2638","b",133.48860000,0.42000000,,3.44420000000,0.1300,5186.00,0.770000,0.940000,2005,"Radial Velocity"
"HD 2685 b","HD 2685","b",371.86110000,1.17000000,16.14096000,4.12688000000,0.0200,6801.00,1.430000,1.560000,2019,"Transit"
"HD 27442 b","HD 27442","b",495.80000000,1.56000000,,428.10000000000,0.4200,4846.00,1.230000,,2000,"Radial Velocity"
"HD 27631 b","HD 27631","b",474.83802000,1.49400000,,2198.14000000000,-0.1200,5737.00,0.944000,0.923000,2012,"Radial Velocity"
"HD 278555 b","HD 278555","b",266.97586188,0.84000000,11.02963701,28.84243800000,0.2690,6047.00,1.255000,1.624000,2026,"Transit"
"HD 27894 c","HD 27894","c",51.48846000,0.16200000,,36.07000000000,0.3000,,0.800000,,2017,"Radial Velocity"
"HD 27969 b","HD 27969","b",1525.57635360,4.80000000,,654.50000000000,0.1800,5966.00,1.160000,1.270000,2021,"Radial Velocity"
"HD 28109 b","HD 28109","b",6.20000000,0.01950738,2.69000000,22.89105400000,0.1000,6189.00,1.227000,1.425000,2022,"Transit"
"HD 28109 c","HD 28109","c",9.20000000,0.02894644,4.13000000,55.99712000000,0.1000,6189.00,1.227000,1.425000,2022,"Transit"
"HD 28109 d","HD 28109","d",5.80000000,0.01824884,3.11000000,84.28990000000,0.1000,6189.00,1.227000,1.425000,2022,"Transit"
"HD 28185 b","HD 28185","b",1859.29618095,5.85000000,,385.92000000000,0.1900,5602.00,0.974000,1.048000,2001,"Radial Velocity"
"HD 28185 c","HD 28185","c",1906.97044200,6.00000000,,9090.00000000000,0.1900,5602.00,0.974000,1.048000,2022,"Radial Velocity"
"HD 28471 b","HD 28471","b",3.72000000,0.01170443,,3.16490000000,-0.0400,5766.00,0.980000,1.080000,2025,"Radial Velocity"
"HD 28471 c","HD 28471","c",5.72000000,0.01799713,,6.12450000000,-0.0400,5766.00,0.980000,1.080000,2025,"Radial Velocity"
"HD 28471 d","HD 28471","d",4.91000000,0.01544859,,11.68100000000,-0.0400,5766.00,0.980000,1.080000,2025,"Radial Velocity"
"HD 285507 b","HD 285507","b",311.47340000,0.98000000,,6.08810000000,0.1300,4503.00,0.820000,0.690000,2013,"Radial Velocity"
