pl_name,hostname,pl_letter,pl_bmasse,pl_bmassj,pl_rade,pl_orbper,st_met,st_teff,st_mass,st_rad,disc_year,discoverymethod
"11 Com b","11 Com","b",4914.89848585,15.46400000,,323.21000000000,-0.2600,4874.00,2.090000,13.760000,2007,"Radial Velocity"
"11 UMi b","11 UMi","b",4684.81420000,14.74000000,,516.21997000000,-0.0200,4213.00,2.780000,29.790000,2009,"Radial Velocity"
"14 And b","14 And","b",1131.15130051,3.55900000,,186.76000000000,-0.2100,4888.00,1.780000,11.550000,2008,"Radial Velocity"
"14 Her b","14 Her","b",2828.67282230,8.90000000,,,0.4300,,0.970000,,2002,"Radial Velocity"
"16 Cyg B b","16 Cyg B","b",565.73740000,1.78000000,,798.50000000000,0.0600,5750.00,1.080000,1.130000,1996,"Radial Velocity"
"17 Sco b","17 Sco","b",1373.01871824,4.32000000,,578.38000000000,-0.0100,4157.00,1.220000,25.920000,2020,"Radial Velocity"
"18 Del b","18 Del","b",2926.24614325,9.20700000,,982.85000000000,-0.0600,4980.00,2.100000,8.800000,2008,"Radial Velocity"
"24 Boo b","24 Boo","b",280.64248338,0.88300000,,30.33000000000,-0.7800,4816.00,1.050000,12.190000,2018,"Radial Velocity"
"24 Sex b","24 Sex","b",632.46000000,1.99000000,,452.80000000000,-0.0300,5098.00,1.540000,4.900000,2010,"Radial Velocity"
"24 Sex c","24 Sex","c",273.32000000,0.86000000,,883.00000000000,-0.0300,5098.00,1.540000,4.900000,2010,"Radial Velocity"
"2M0437 b","2MASS J04372171+2651014","b",1271.31362800,4.00000000,,,0.0100,3100.00,0.170000,0.840000,2021,"Imaging"
"4 UMa b","4 UMa","b",2511.48007211,7.90200000,,270.27000000000,-0.2500,4415.00,1.234000,18.110000,2006,"Radial Velocity"
"47 UMa b","47 UMa","b",804.08000000,2.53000000,,1078.00000000000,0.0400,5872.00,1.060000,1.213340,1996,"Radial Velocity"
"47 UMa c","47 UMa","c",171.62100000,0.54000000,,2391.00000000000,0.0400,5872.00,1.060000,1.213340,2001,"Radial Velocity"
"47 UMa d","47 UMa","d",521.22000000,1.64000000,,14002.00000000000,0.0400,5872.00,1.060000,1.213340,2009,"Radial Velocity"
"55 Cnc B b","55 Cnc B","b",3.50000000,0.01101223,,6.79940000000,0.1600,3286.00,0.260000,0.274000,2025,"Radial Velocity"
"55 Cnc B c","55 Cnc B","c",5.30000000,0.01667566,,33.74700000000,0.1600,3286.00,0.260000,0.274000,2025,"Radial Velocity"
"55 Cnc b","55 Cnc","b",276.00000000,0.86839311,,14.65155200000,0.3900,5198.00,1.015000,0.980000,1996,"Radial Velocity"
"55 Cnc c","55 Cnc","c",56.60000000,0.17808352,,44.39360000000,0.3900,5198.00,1.015000,0.980000,2004,"Radial Velocity"
"55 Cnc d","55 Cnc","d",1214.10451474,3.82000000,,4799.00000000000,0.3900,5198.00,1.015000,0.980000,2002,"Radial Velocity"
"55 Cnc e","55 Cnc","e",7.99000000,0.02513923,1.87500000,0.73654740000,0.3500,5172.00,0.905000,0.943000,2004,"Radial Velocity"
"55 Cnc f","55 Cnc","f",48.50000000,0.15259807,,260.58000000000,0.3900,5198.00,1.015000,0.980000,2007,"Radial Velocity"
"6 Lyn b","6 Lyn","b",597.83523357,1.88100000,,919.86000000000,-0.1700,4941.00,1.320000,4.940000,2008,"Radial Velocity"
"61 Vir b","61 Vir","b",5.10000000,0.01600000,,4.21500000000,-0.0100,5577.00,0.942000,0.963000,2009,"Radial Velocity"
"61 Vir c","61 Vir","c",18.20000000,0.05700000,,38.02100000000,-0.0100,5577.00,0.942000,0.963000,2009,"Radial Velocity"
"61 Vir d","61 Vir","d",22.90000000,0.07200000,,123.01000000000,-0.0100,5577.00,0.942000,0.963000,2009,"Radial Velocity"
"7 CMa b","7 CMa","b",587.98550000,1.85000000,,735.10000000000,0.2100,4826.00,1.340000,4.870000,2011,"Radial Velocity"
"7 CMa c","7 CMa","c",276.51210000,0.87000000,,996.00000000000,0.2100,4826.00,1.340000,4.870000,2019,"Radial Velocity"
"75 Cet b","75 Cet","b",787.89662095,2.47900000,,696.62000000000,0.1000,4809.00,1.920000,10.380000,2012,"Radial Velocity"
"75 Cet c","75 Cet","c",289.85950718,0.91200000,,2051.62000000000,0.1000,4809.00,1.920000,10.380000,2023,"Radial Velocity"
"8 UMi b","8 UMi","b",524.41687155,1.65000000,,93.31000000000,-0.0300,4847.00,1.510000,10.730000,2015,"Radial Velocity"
"81 Cet b","81 Cet","b",1051.05854195,3.30700000,,1005.57000000000,-0.1100,4734.00,1.230000,11.210000,2008,"Radial Velocity"
"91 Aqr b","91 Aqr","b",1017.00000000,3.20000000,,181.40000000000,-0.0300,4665.00,1.400000,11.000000,2013,"Radial Velocity"
"AU Mic b","AU Mic","b",8.99000000,0.02828570,4.79000000,8.46344600000,0.0100,3540.00,0.635000,0.862000,2020,"Transit"
"AU Mic c","AU Mic","c",14.46000000,0.04549625,2.79000000,18.85902300000,0.0100,3540.00,0.635000,0.862000,2021,"Transit"
"AU Mic d","AU Mic","d",1.05300000,0.00331000,,12.73596000000,0.2300,3678.00,0.510000,0.744000,2023,"Transit Timing Variations"
"AU Mic e","AU Mic","e",21.10000000,0.06638802,,33.11000000000,0.1200,3665.00,0.600000,0.820000,2025,"Radial Velocity"
"BD+03 2562 b","BD+03 2562","b",2034.11200000,6.40000000,,481.90000000000,-0.7100,4095.00,1.140000,32.350000,2017,"Radial Velocity"
"BD+05 4868 A b","BD+05 4868 A","b",6.20000000,0.01950738,,1.27186900000,-0.0500,4596.00,0.700000,0.690000,2025,"Transit"
"BD+14 4559 b","BD+14 4559","b",330.54320000,1.04000000,,268.94000000000,0.1700,4864.00,0.490000,0.860000,2009,"Radial Velocity"
"BD+15 2375 b","BD+15 2375","b",337.21763000,1.06100000,,153.22000000000,-0.2200,4649.00,1.080000,8.950000,2016,"Radial Velocity"
"BD+15 2940 b","BD+15 2940","b",352.78000000,1.11000000,,137.48000000000,0.2800,4796.00,1.100000,14.700000,2013,"Radial Velocity"
"BD+20 2457 b","BD+20 2457","b",6807.63000000,21.42000000,,379.63000000000,-1.0000,4137.00,2.800000,49.000000,2009,"Radial Velocity"
"BD+20 2457 c","BD+20 2457","c",3963.17000000,12.47000000,,621.99000000000,-1.0000,4137.00,2.800000,49.000000,2009,"Radial Velocity"
"BD+20 274 b","BD+20 274","b",1334.88600000,4.20000000,,578.20000000000,-0.4600,4296.00,0.800000,17.300000,2012,"Radial Velocity"
"BD+20 594 b","BD+20 594","b",22.24810000,0.07000000,2.57807000,41.68550000000,-0.1500,5766.00,1.670000,1.080000,2016,"Transit"
"BD+37 3172 b","BD+37 3172","b",3368.98111420,10.60000000,,1887.76000000000,-0.0300,4500.00,3.750000,50.240000,2023,"Radial Velocity"
"BD+42 2315 b","BD+42 2315","b",174.80562385,0.55000000,,123.05000000000,-0.2000,4500.00,1.380000,17.850000,2023,"Radial Velocity"
"BD+45 564 b","BD+45 564","b",432.24663352,1.36000000,,307.88000000000,-0.0900,5004.00,0.810000,,2021,"Radial Velocity"
"BD+48 738 b","BD+48 738","b",289.22530000,0.91000000,,392.60000000000,-0.2000,4414.00,0.740000,11.000000,2011,"Radial Velocity"
"BD+48 740 b","BD+48 740","b",540.31100000,1.70000000,,733.00000000000,-0.1300,4534.00,1.090000,10.330000,2018,"Radial Velocity"
"BD+49 828 b","BD+49 828","b",508.50000000,1.60000000,,2590.00000000000,-0.1900,4943.00,1.520000,7.600000,2015,"Radial Velocity"
"BD+55 362 b","BD+55 362","b",228.83645304,0.72000000,,265.59000000000,0.1800,5012.00,0.909000,,2021,"Radial Velocity"
"BD+63 1405 b","BD+63 1405","b",1258.60049172,3.96000000,,1198.48000000000,-0.0900,5000.00,0.816000,,2021,"Radial Velocity"
"BD-06 1339 b","BD-06 1339","b",8.50000000,0.02700000,,3.87280000000,-0.1400,4324.00,0.700000,,2013,"Radial Velocity"
"BD-06 1339 c","BD-06 1339","c",53.00000000,0.17000000,,125.94000000000,-0.1400,4324.00,0.700000,,2013,"Radial Velocity"
"BD-08 2823 b","BD-08 2823","b",12.71320000,0.04000000,,5.60000000000,-0.0600,4816.00,0.500000,0.710000,2009,"Radial Velocity"
"BD-08 2823 c","BD-08 2823","c",104.00000000,0.33000000,,237.60000000000,-0.0700,4746.00,0.740000,,2009,"Radial Velocity"
"BD-10 3166 b","BD-10 3166","b",187.51970000,0.59000000,,3.48777000000,0.3800,5393.00,1.470000,0.910000,2000,"Radial Velocity"
"BD-11 4672 b","BD-11 4672","b",206.58950000,0.65000000,,1634.00000000000,-0.3500,4550.00,0.651000,0.639000,2014,"Radial Velocity"
"BD-11 4672 c","BD-11 4672","c",15.37000000,0.04835919,,74.20000000000,-0.3500,4550.00,0.651000,0.639000,2020,"Radial Velocity"
"BD-13 2130 b","BD-13 2130","b",3108.37740000,9.78000000,,714.29999000000,-0.0800,4545.00,2.120000,19.170000,2007,"Radial Velocity"
"BD-14 3065 b","BD-14 3065 A","b",3932.00000000,12.37000000,21.59000000,4.28897310000,-0.3400,6935.00,1.410000,2.350000,2024,"Transit"
"BD-210397 b","BD-210397","b",214.00000000,0.70000000,,1891.00000000000,0.1200,4051.00,0.679000,0.747000,2023,"Radial Velocity"
"BEBOP-3 b","BEBOP-3","b",177.34825111,0.55800000,,547.00000000000,-0.0200,6033.00,1.083000,1.414000,2025,"Radial Velocity"
"Barnard b","Barnard's star","b",0.29900000,0.00094076,,3.15420000000,-0.5600,3195.00,0.162000,0.185000,2024,"Radial Velocity"
"Barnard c","Barnard's star","c",0.33500000,0.00105403,,4.12440000000,-0.5600,3195.00,0.162000,0.185000,2025,"Radial Velocity"
"Barnard d","Barnard's star","d",0.26300000,0.00082749,,2.34020000000,-0.5600,3195.00,0.162000,0.185000,2025,"Radial Velocity"
"Barnard e","Barnard's star","e",0.19300000,0.00060725,,6.73920000000,-0.5600,3195.00,0.162000,0.185000,2025,"Radial Velocity"
"CD Cet b","CD Cet","b",3.95000000,0.01242809,,2.29070000000,0.1300,3130.00,0.161000,0.175000,2020,"Radial Velocity"
"CoRoT-1 b","CoRoT-1","b",327.35000000,1.03000000,16.70000000,1.50895570000,-0.3000,5950.00,0.950000,1.110000,2008,"Transit"
"CoRoT-10 b","CoRoT-10","b",874.00000000,2.75000000,10.87000000,13.24060000000,0.2600,5075.00,0.890000,0.790000,2010,"Transit"
"CoRoT-11 b","CoRoT-11","b",740.51000000,2.33000000,16.03000000,2.99433000000,-0.0300,6440.00,1.270000,1.370000,2010,"Transit"
"CoRoT-12 b","CoRoT-12","b",291.43800000,0.91700000,16.14000000,2.82804200000,0.1600,5675.00,1.078000,1.116000,2010,"Transit"
"CoRoT-13 b","CoRoT-13","b",415.70400000,1.30800000,9.92000000,4.03519000000,0.0100,5945.00,1.090000,1.010000,2010,"Transit"
"CoRoT-14 b","CoRoT-14","b",2415.40000000,7.60000000,12.22000000,1.51214000000,0.0500,6035.00,1.130000,1.210000,2010,"Transit"
"CoRoT-16 b","CoRoT-16","b",170.03200000,0.53500000,13.11000000,5.35227000000,0.1900,5650.00,1.098000,1.190000,2011,"Transit"
"CoRoT-17 b","CoRoT-17","b",772.29000000,2.43000000,11.43000000,3.76810000000,0.0000,5740.00,1.040000,1.590000,2011,"Transit"
"CoRoT-18 b","CoRoT-18","b",1102.82000000,3.47000000,14.68000000,1.90006930000,-0.1000,5440.00,0.950000,1.000000,2011,"Transit"
"CoRoT-19 b","CoRoT-19","b",352.78000000,1.11000000,14.46000000,3.89713000000,-0.0200,6090.00,1.210000,1.650000,2011,"Transit"
"CoRoT-21 b","CoRoT-21","b",718.29580000,2.26000000,14.57170000,2.72474000000,0.0000,6200.00,1.290000,1.950000,2012,"Transit"
"CoRoT-22 b","CoRoT-22","b",12.20000000,0.03800000,4.88000000,9.75598000000,0.1700,5939.00,1.099000,1.136000,2014,"Transit"
"CoRoT-23 b","CoRoT-23","b",889.90000000,2.80000000,11.77000000,3.63130000000,0.0500,5900.00,1.140000,1.610000,2011,"Transit"
"CoRoT-24 b","CoRoT-24","b",5.70000000,0.01800000,3.70000000,5.11340000000,0.3000,4950.00,0.910000,0.860000,2014,"Transit"
"CoRoT-24 c","CoRoT-24","c",28.00000000,0.08800000,5.00000000,11.75900000000,0.3000,4950.00,0.910000,0.860000,2014,"Transit"
"CoRoT-25 b","CoRoT-25","b",85.81000000,0.27000000,12.11000000,4.86069000000,-0.0100,6040.00,1.090000,1.190000,2013,"Transit"
"CoRoT-26 b","CoRoT-26","b",165.26000000,0.52000000,14.12000000,4.20474000000,0.0100,5590.00,1.090000,1.790000,2013,"Transit"
"CoRoT-27 b","CoRoT-27","b",3302.11000000,10.39000000,11.28700000,3.57532000000,-0.1000,5900.00,1.050000,1.080000,2014,"Transit"
"CoRoT-28 b","CoRoT-28","b",153.82972000,0.48400000,10.70459500,5.20851000000,0.1500,5150.00,1.010000,1.780000,2015,"Transit"
"CoRoT-29 b","CoRoT-29","b",270.15550000,0.85000000,10.08810000,2.85057000000,0.2000,5260.00,0.970000,0.900000,2015,"Transit"
"CoRoT-30 b","CoRoT-30","b",921.70700000,2.90000000,11.30988100,9.06005000000,0.0200,5650.00,0.980000,0.910000,2020,"Transit"
"CoRoT-31 b","CoRoT-31","b",266.97720000,0.84000000,16.36514000,4.62941000000,0.0000,5700.00,1.250000,2.150000,2020,"Transit"
"CoRoT-32 b","CoRoT-32","b",47.67450000,0.15000000,6.38913000,6.71837000000,0.0000,5970.00,1.080000,0.790000,2018,"Transit"
"CoRoT-35 b","CoRoT-35","b",349.61124770,1.10000000,18.83108758,3.22748000000,-0.5000,6390.00,1.010000,1.650000,2022,"Transit"
"CoRoT-36 b","CoRoT-36","b",216.12331676,0.68000000,15.80466279,5.61653100000,-0.1000,6730.00,1.320000,1.520000,2022,"Transit"
"CoRoT-5 b","CoRoT-5","b",148.42000000,0.46700000,15.55800000,4.03789620000,-0.2500,6100.00,1.000000,1.186000,2009,"Transit"
"CoRoT-6 b","CoRoT-6","b",940.74000000,2.96000000,13.06800000,8.88659300000,-0.2000,6090.00,1.050000,1.025000,2009,"Transit"
"CoRoT-7 b","CoRoT-7","b",4.07660518,0.01282637,1.68135000,0.85359163000,0.0500,5275.00,0.820000,0.830000,2009,"Transit"
"CoRoT-7 c","CoRoT-7","c",8.40000000,0.02642922,,3.69800000000,0.0600,5256.00,0.899000,0.864273,2009,"Radial Velocity"
"CoRoT-8 b","CoRoT-8","b",69.92000000,0.22000000,6.39000000,6.21229000000,0.3000,5080.00,0.880000,0.770000,2010,"Transit"
"CoRoT-9 b","CoRoT-9","b",266.97720000,0.84000000,11.94879400,95.27265600000,-0.0100,5625.00,0.960000,0.960000,2009,"Transit"
"DMPP-4 b","DMPP-4","b",12.20000000,0.03838549,,3.49820000000,-0.0070,6400.00,1.250000,1.380000,2023,"Radial Velocity"
"DMPP-7 b","DMPP-7","b",68.95800000,0.21696613,,4.92666000000,0.1300,6096.00,1.230000,1.490000,2026,"Radial Velocity"
"EPIC 201595106 b","EPIC 201595106","b",7.67000000,0.02413252,1.56500000,0.87724000000,0.0100,5679.00,0.958000,0.980000,2021,"Transit"
"EPIC 220674823 b","EPIC 220674823","b",7.54000000,0.02372349,1.60600000,0.57130782000,-0.0050,5578.00,0.913000,0.990000,2016,"Transit"
"EPIC 220674823 c","EPIC 220674823","c",7.90000000,0.02485618,2.71200000,13.34060300000,-0.0050,5578.00,0.913000,0.990000,2016,"Transit"
"EPIC 229004835 b","EPIC 229004835","b",10.40000000,0.03272206,2.33200000,16.14113200000,-0.1200,5868.00,0.970000,0.999000,2023,"Transit"
"EPIC 246851721 b","EPIC 246851721","b",953.49000000,3.00000000,11.78065900,6.18023500000,0.1410,6202.00,1.317000,1.586000,2018,"Transit"
"EPIC 248847494 b","EPIC 248847494","b",4131.79000000,13.00000000,12.44199000,3650.00000000000,-0.2300,4898.00,0.900000,2.700000,2018,"Transit"
"EPIC 249893012 b","EPIC 249893012","b",8.75000000,0.02753044,1.95000000,3.59510000000,0.2000,5430.00,1.050000,1.710000,2020,"Transit"
"EPIC 249893012 c","EPIC 249893012","c",14.67000000,0.04615675,3.67000000,15.62400000000,0.2000,5430.00,1.050000,1.710000,2020,"Transit"
"EPIC 249893012 d","EPIC 249893012","d",10.18000000,0.03202970,3.94000000,35.74700000000,0.2000,5430.00,1.050000,1.710000,2020,"Transit"
"G 264-012 b","G 264-012","b",2.50000000,0.00786588,,2.30538000000,0.1000,3326.00,0.297000,0.305000,2021,"Radial Velocity"
"G 264-012 c","G 264-012","c",3.75000000,0.01179882,,8.05180000000,0.1000,3326.00,0.297000,0.305000,2021,"Radial Velocity"
"G 9-40 b","G 9-40","b",4.00000000,0.01258541,1.90000000,5.74599820000,-0.0700,3395.00,0.295200,0.302600,2019,"Transit"
"GJ 1002 b","GJ 1002","b",1.08000000,0.00339806,,10.34650000000,-0.2500,3024.00,0.120000,0.137000,2022,"Radial Velocity"
"GJ 1002 c","GJ 1002","c",1.36000000,0.00427904,,21.20200000000,-0.2500,3024.00,0.120000,0.137000,2022,"Radial Velocity"
"GJ 1061 b","GJ 1061","b",1.11000000,0.00349245,,3.20730000000,-0.0800,2953.00,0.120000,0.156000,2020,"Radial Velocity"
"GJ 1061 c","GJ 1061","c",1.81000000,0.00569490,,6.68210000000,-0.0800,2953.00,0.120000,0.156000,2020,"Radial Velocity"
"GJ 1061 d","GJ 1061","d",1.67000000,0.00525441,,13.06600000000,-0.0800,2953.00,0.120000,0.156000,2020,"Radial Velocity"
"GJ 1132 b","GJ 1132","b",1.83704819,0.00578000,1.19151465,1.62892911000,-0.1700,3229.00,0.194500,0.221100,2015,"Transit"
"GJ 1132 c","GJ 1132","c",2.91000000,0.00915588,,8.92900000000,-0.1800,,0.198000,0.226000,2018,"Radial Velocity"
"GJ 1137 c","HD 93083","c",5.12000000,0.01610932,,9.64120000000,0.1300,5033.80,0.836000,0.837000,2026,"Radial Velocity"
"GJ 1151 c","GJ 1151","c",10.62000000,0.03341426,,389.70000000000,-0.1200,3280.00,0.163900,0.178100,2023,"Radial Velocity"
"GJ 1214 b","GJ 1214","b",8.41000000,0.02646082,2.73300000,1.58040453100,0.2400,3101.00,0.182000,0.216200,2009,"Transit"
"GJ 1252 b","GJ 1252","b",1.32000000,0.00415318,1.19300000,0.51823310000,0.1000,3458.00,0.381000,0.391000,2020,"Transit"
"GJ 1265 b","GJ 1265","b",7.40000000,0.02328289,,3.65110000000,-0.0400,3236.00,0.178000,0.192000,2018,"Radial Velocity"
"GJ 1289 b","GJ 1289","b",6.27000000,0.01972763,,111.74000000000,0.0200,3296.00,0.210000,,2024,"Radial Velocity"
"GJ 143 b","GJ 143","b",22.70000000,0.07142183,2.61000000,35.61253000000,0.0030,4640.00,0.730000,0.695000,2019,"Transit"
"GJ 15 A b","GJ 15 A","b",3.03000000,0.00953340,,11.44070000000,-0.3400,3607.00,0.380000,0.380000,2014,"Radial Velocity"
"GJ 15 A c","GJ 15 A","c",36.00000000,0.11326810,,7600.00000000000,-0.3400,3607.00,0.380000,0.380000,2018,"Radial Velocity"
"GJ 179 b","GJ 179","b",260.61000000,0.82000000,,2288.00000000000,0.3000,3370.00,0.357000,0.380000,2009,"Radial Velocity"
"GJ 2126 b","GJ 2126","b",413.17692910,1.30000000,,272.70000000000,0.6000,4159.00,0.650000,0.728000,2025,"Radial Velocity"
"GJ 251 b","GJ 251","b",3.85000000,0.01211345,,14.23700000000,0.0700,3342.00,0.350000,0.360000,2020,"Radial Velocity"
"GJ 251 c","GJ 251","c",3.88000000,0.01220785,,53.64700000000,0.0700,3342.00,0.350000,0.360000,2025,"Radial Velocity"
"GJ 273 b","GJ 273","b",2.89000000,0.00909291,,18.64980000000,0.0900,3382.00,0.290000,0.293000,2017,"Radial Velocity"
"GJ 273 c","GJ 273","c",1.18000000,0.00371268,,4.72340000000,0.0900,3382.00,0.290000,0.293000,2017,"Radial Velocity"
"GJ 3021 b","GJ 3021","b",1071.04000000,3.37000000,,133.71000000000,0.1000,5540.00,0.900000,0.900000,2000,"Radial Velocity"
"GJ 3090 b","GJ 3090","b",4.52000000,0.01422151,2.18000000,2.85310198000,0.1200,3707.00,0.519000,0.516000,2022,"Transit"
"GJ 3090 c","GJ 3090","c",10.00000000,0.03146352,,15.94070000000,0.1200,3707.00,0.519000,0.516000,2026,"Radial Velocity"
"GJ 3138 b","GJ 3138","b",1.78000000,0.00560048,,1.22003000000,-0.3000,3717.00,0.681000,0.500000,2017,"Radial Velocity"
"GJ 3138 c","GJ 3138","c",4.18000000,0.01315168,,5.97400000000,-0.3000,3717.00,0.681000,0.500000,2017,"Radial Velocity"
"GJ 3138 d","GJ 3138","d",10.50000000,0.03303653,,257.80000000000,-0.3000,3717.00,0.681000,0.500000,2017,"Radial Velocity"
"GJ 317 b","GJ 317","b",536.49435102,1.68800000,,695.69000000000,-0.0200,3496.00,0.402000,0.403000,2007,"Radial Velocity"
"GJ 317 c","GJ 317","c",454.49462201,1.43000000,,6500.00000000000,-0.0200,3496.00,0.402000,0.403000,2016,"Radial Velocity"
"GJ 328 b","GJ 328","b",797.74930157,2.51000000,,3771.00000000000,-0.0600,3897.00,0.650000,0.630000,2013,"Radial Velocity"
"GJ 328 c","GJ 328","c",21.40000000,0.06733193,,241.80000000000,-0.0600,3897.00,0.650000,0.630000,2023,"Radial Velocity"
"GJ 3293 b","GJ 3293","b",23.54000000,0.07406475,,30.59870000000,0.0200,3466.00,0.420000,0.404000,2015,"Radial Velocity"
"GJ 3293 c","GJ 3293","c",21.09000000,0.06635623,,122.61960000000,0.0200,3466.00,0.420000,0.404000,2015,"Radial Velocity"
"GJ 3293 d","GJ 3293","d",7.60000000,0.02391215,,48.13450000000,0.0200,3466.00,0.420000,0.404000,2017,"Radial Velocity"
"GJ 3293 e","GJ 3293","e",3.28000000,0.01031998,,13.25430000000,0.0200,3466.00,0.420000,0.404000,2017,"Radial Velocity"
"GJ 3323 b","GJ 3323","b",2.02000000,0.00635560,,5.36360000000,-0.2700,3159.00,0.164000,0.119000,2017,"Radial Velocity"
"GJ 3323 c","GJ 3323","c",2.31000000,0.00726804,,40.54000000000,-0.2700,3159.00,0.164000,0.119000,2017,"Radial Velocity"
"GJ 3341 b","GJ 3341","b",6.60000000,0.02080000,,14.20700000000,-0.0900,3526.00,0.470000,0.439000,2015,"Radial Velocity"
"GJ 3378 b","GJ 3378","b",2.30000000,0.00723661,,21.45000000000,-0.0900,3340.00,0.262000,0.275000,2026,"Radial Velocity"
"GJ 338 B b","GJ 338 B","b",10.60000000,0.03335133,,24.42200000000,-0.0300,4014.00,0.640000,0.580000,2020,"Radial Velocity"
"GJ 341 b","GJ 341","b",4.00000000,0.01258541,0.88000000,7.57686000000,-0.1600,3770.00,0.480000,0.506600,2025,"Transit"
"GJ 3470 b","GJ 3470","b",13.90000000,0.04373407,4.57000000,3.33664960000,0.2000,3600.00,0.539000,0.547000,2012,"Radial Velocity"
"GJ 3473 b","GJ 3473","b",1.86000000,0.00585219,1.26400000,1.19800350000,0.1100,3347.00,0.360000,0.364000,2020,"Transit"
"GJ 3473 c","GJ 3473","c",7.41000000,0.02331435,,15.50900000000,0.1100,3347.00,0.360000,0.364000,2020,"Radial Velocity"
"GJ 3512 b","GJ 3512","b",146.51889563,0.46100000,,203.10900000000,-0.0700,3141.00,0.123000,0.139000,2019,"Radial Velocity"
"GJ 3512 c","GJ 3512","c",143.97626837,0.45300000,,2354.00000000000,-0.0700,3141.00,0.123000,0.139000,2020,"Radial Velocity"
"GJ 357 c","GJ 357","c",3.40000000,0.01069754,,9.12470000000,-0.1200,3505.00,0.342000,0.337000,2019,"Radial Velocity"
"GJ 357 d","GJ 357","d",6.10000000,0.01919265,,55.66100000000,-0.1200,3505.00,0.342000,0.337000,2019,"Radial Velocity"
"GJ 367 c","GJ 367","c",4.13000000,0.01299443,,11.53010000000,-0.0100,3522.00,0.455000,0.458000,2023,"Radial Velocity"
"GJ 367 d","GJ 367","d",6.03000000,0.01897250,,34.36900000000,-0.0100,3522.00,0.455000,0.458000,2023,"Radial Velocity"
"GJ 3779 b","GJ 3779","b",8.00000000,0.02517069,,3.02320000000,0.0000,3324.00,0.270000,0.281000,2018,"Radial Velocity"
"GJ 3929 b","GJ 3929","b",1.75000000,0.00550612,1.09000000,2.61623500000,-0.0200,3384.00,0.313000,0.320000,2022,"Transit"
"GJ 3929 c","GJ 3929","c",5.71000000,0.01796567,,15.04000000000,-0.0200,3384.00,0.313000,0.320000,2022,"Radial Velocity"
"GJ 393 b","GJ 393","b",1.71000000,0.00538026,,7.02679000000,-0.0900,3579.00,0.426000,0.426000,2021,"Radial Velocity"
"GJ 3942 b","GJ 3942","b",7.14000000,0.02246484,,6.90500000000,-0.0400,3867.00,0.630000,0.610000,2017,"Radial Velocity"
"GJ 3988 b","GJ 3988","b",3.69000000,0.01161004,,6.94420000000,-0.1200,3273.00,0.184200,0.197340,2023,"Radial Velocity"
"GJ 3998 b","GJ 3998","b",2.50000000,0.00786588,,2.65033000000,-0.1300,3726.00,0.520000,0.500000,2016,"Radial Velocity"
"GJ 3998 c","GJ 3998","c",6.82000000,0.02145812,,13.72700000000,-0.1300,3726.00,0.520000,0.500000,2016,"Radial Velocity"
"GJ 3998 d","GJ 3998","d",6.07000000,0.01909836,,41.78000000000,-0.1300,3726.00,0.520000,0.500000,2025,"Radial Velocity"
"GJ 411 b","GJ 411","b",2.69000000,0.00846369,,12.93940000000,-0.3621,3719.00,0.389900,0.368500,2019,"Radial Velocity"
"GJ 414 A b","GJ 414 A","b",7.60000000,0.02391215,2.63000000,50.80000000000,0.2400,4120.00,0.650000,0.680000,2021,"Radial Velocity"
"GJ 414 A c","GJ 414 A","c",53.83000000,0.16936727,8.40000000,749.83000000000,0.2400,4120.00,0.650000,0.680000,2021,"Radial Velocity"
"GJ 4274 b","GJ 4274","b",2.97000000,0.00934467,,1.63390000000,-0.1900,3228.00,0.180000,0.190000,2026,"Radial Velocity"
"GJ 4274 c","GJ 4274","c",8.39000000,0.02639789,,69.57000000000,-0.1900,3228.00,0.180000,0.190000,2026,"Radial Velocity"
"GJ 4276 b","GJ 4276","b",16.57000000,0.05213479,,13.35200000000,0.1200,3387.00,0.406000,0.407000,2019,"Radial Velocity"
"GJ 463 b","GJ 463","b",524.09904314,1.64900000,,3459.00000000000,-0.1600,3563.00,0.486000,0.483000,2022,"Radial Velocity"
"GJ 480 b","GJ 480","b",8.80000000,0.02768790,,9.55360000000,0.2600,3509.00,0.450000,0.449000,2020,"Radial Velocity"
"GJ 486 b","GJ 486","b",2.77000000,0.00871539,1.28900000,1.46712127000,-0.1500,3317.00,0.312000,0.324300,2021,"Radial Velocity"
"GJ 504 b","GJ 504","b",1271.30000000,4.00000000,,,0.2800,6234.00,1.220000,,2013,"Imaging"
"GJ 508.2 b","GJ 508.2","b",587.98255295,1.85000000,,5300.00000000000,-0.1500,3720.00,0.540000,0.530000,2025,"Radial Velocity"
"GJ 514 b","GJ 514","b",5.20000000,0.01636103,,140.43000000000,-0.1400,3728.00,0.510000,0.500000,2022,"Radial Velocity"
"GJ 536 b","GJ 536","b",6.37000000,0.02004226,,8.70874000000,-0.0800,3641.00,0.528000,0.529000,2016,"Radial Velocity"
"GJ 536 c","GJ 536","c",5.89000000,0.01853201,,32.76100000000,-0.0800,3641.00,0.528000,0.529000,2025,"Radial Velocity"
"GJ 581 b","GJ 581","b",20.50000000,0.06450021,,5.36860000000,-0.0800,3500.00,0.295000,0.302000,2005,"Radial Velocity"
"GJ 581 c","GJ 581","c",6.81000000,0.02142666,,12.92110000000,-0.0800,3500.00,0.295000,0.302000,2007,"Radial Velocity"
